id,txt,class
8116,musalman musalman debate karega galat kisko maloom padegi,negative
8117,abhi kisi ko nahin samajh mein aaega antim sans mein samajh mein aaega ki pita parmeshwar kya hai dhairya rakho jitne bhi murti puja karte hain sab ke sab pita parmeshwar ke charanon mein hi karoge,negative
8118,maulana shraf jilani jaise ko koun bhej deta hai muslim commety ko baar pahle khud sonchna chahihe peenaj aur aap bhi trha k logo ko hi q dawat dete hain coz aap ko achhe se pta hai aap inhe bula kr aasaani zaleel kr skte h aur sameer maana ki aap bahut tyyari k saath aaye hain aapne islaam chhod diya ye aap ka niji maamla hai aur aazaadi sbka haq hai lekin ji trha ki baate aap log kr rhe h ye ekdum unneccesary hai islam ka sirf aur mt pr aur chhukaav ye h ki hum sbhi ko kisi ek hi ishwar allah bhagwaan ne bnaya hai kisi ek ko manna chahiye taaki smpurn manav jaati vivaad na fanse aur kafir ka mtlb ek ishwar ke alava maane walo hai hindu se nhi hai fr gr aap dhrm itna dhyaan kmiya dhundne lgenge fr hindu muslim ya koi bhi dhrm sb kisi comic ka hissa matr legenge aur shyd hindu dhrm sbse zyada trha ke topic ki kya zroort h aur ye topic hi sara sra smjh bahir hai topic hona chahiye ki hum aapas aman chain ko kaise bhetr kre fr jo zindagi hume iswar allah ya big ban theory kisi bhi mili ho use kaise behtr bnaye isi jeevan ko jannat kaise bnaye peehnaj aap trha ki topic lekr aate hai isi se maansikta smjh aati hai kl aap fr ye topic le ayega ki mrne ke baad kya hota hai prso ye ki hum marne k baad bhoot bnege ya nhi aur uske baad kya hum mrne k baad bhagwan raam ya allah ki god khelenge ji chiz ki shuruaat hi bina sir pair k ho aakhri uska ntiza ka niklega please soft entertainment ki jagah kuchh achhi chheze lekr aaye ye aap ki zyada jimmedari hai banki logo ka nhi pta lekin aap teeno se kisi ko bhi jannat jaane ki itni jldi hai teeno hi mr jaayo joke apart,negative
8119,jab islam ki poll khul jati hai bol rss ka admi hai ye murtad,negative
8120,,negative
8121,,negative
8122,,negative
8123,lagta hai moulana ko blood pressure thoda jyaada hai aur jazbaati hai janaab ko dimaag patla aur jism motaachandaa khoob khaakar,negative
8124,muhammad jaise rapist bhi jannat gye hain kya,negative
8125,khud owaisi ko nahin pata ki vah kaun hai hindu ya ha ha,negative
8126,islam kitna ghatiya hai janke accha laga,negative
8127,modi g yaar kuch ho na ho madherchod ko bata hindu kya hai,negative
8128,musalman sabse pahle aaya aur musalman ke purvaj musalman hi hindu nahin,negative
8129,sari duniya aadam aleh islam se peda hue haintabhi sabhi ko aadmi kahte hain,negative
8130,tumarepass jawab hai nahin hai maulana fir bich mein ladai kyon kar rahe ho,negative
8131,hindu ki kitaab may swarg muslim may janaath tu swarg may jaa jannath may kyu jaati bolri matlab hindu muslim karna hai tujko tv par,negative
8132,allah ke siva koi poojniye nahi hai daily repeat krte ho aur baatein krte ho peace ki,negative
8133,islam andhe logo follow krte hain jo change nahi chahte kattarwad chahte hain,negative
8134,,negative
8135,,negative
8136,first insan adam alias salam hai aap log ko history nhi malum hindu sirf india main hai history read karo bodi ka mendok bodi ko jahaan samaj te hai jab bodi ke bahar aata malum hota ke jahaan hai,negative
8137,ex muslimon k kandhon pe rakh ke badook chalarahi hai ye pagal tyagi khud burai nahi kerakti exmuslim ko pakad pakad k lat hai aur apni zaban unke muh rakh ke bolti hai,negative
8138,paida bhi hindu hota hai bad mein banaya jata hai muslim,negative
8139,bhag ye sala takla kya janega indonesia k muslim kisi hindu ko nahi jante hai ba waha ke hindu hi ram ko purwaj manega,negative
8140,,negative
8141,pakistan world terrorist county ke naam se famous hai,negative
8142,islam mein allah tala ne ine logon ke dimag per aisa tala laga diya hai ki inka dimag kam karna band ho gaya hai,negative
8143,jab hindustan mein musalman majbuti se khada hai pakistan mein hindu kamjor kyon hai daro nahi nidar bano jo julm karta hai use munh tod mukabla karo,negative
8144,jannut jaane ke leye allh ko maana aur mohummedd w mane wala hee junut jaaigen,negative
8145,suresh chohan ki wife musalmaan ke sath bhag gai aaj,negative
8146,din pehle bbc newd pe dekha tha talwar la jakhira pakda gya tha dekh lo,negative
8147,,negative
8148,wah sameer ji mulle khud islam ka chehara samane la rahe hai iss mulle ne saaf kar diya sirf allah ko manana kafi nahi rasgulle ko bhi manana hi hoga allah se badh kar rasgulla hai,negative
8149,medam jee qabil molana ko bolaye aor moqalma krayen galyon men bhashan dena sab ko aata tv par jwab sab ki bat nahi,negative
8150,aap log allah se takkar le rahe hain,negative
8151,raste betha ka hage bhi humko kia matlab,negative
8152,kya musalmano bete karsakthe doosara koi nahi ye kya dadagiri hai kya,negative
8153,allah jo bhi karta hain accha karta jo bhi apne maa baap ki na farmani kare ga u ka yahi hall hoga,negative
8154,,negative
8155,islam se gaddari ka natija wasim rijwi se puchleti,negative
8156,maulana ashraf jilani sahab sameer jo murtad hai jo islam mazhab ko chod chuka hai us ne sahi kaha ki jo allah aur us ke rasool mohammad w par eeman layega wahi jannat mein jayega saath hi saath ne aamal karga aap ko islam ki poori maloomat nahi hai kisi jamea mein dakhla lijiye aur degree lijiye phir kisi murtad ke samne debate mein baithiye aap sameer murtad ko kah rahe hain oh ahle hadees tu hamein islam sikhayega debate mein baith kar musalmano ka naam mitti mein mila diya kya aap ke samne debate mein koee yahudi eesaaee aatish parast etc baithega toh aap us ke sawalon ka jawab nahi denge sameer ki baton ka aap jawab nahi de sake toh aap kisi padri yahudi se kya debate kar sakte ho,negative
8157,mujhe katuwe se koi allergy nahi hai rolling floor laughing ye bolte hai inka bhagwan nirakar hai rolling floor laughing abey hi dus ke devta tak nirakaar hai chutiye jai ram ji ki haath lago,negative
8158,moulana ji ko daat ke baat karna nahi aatazakir naikavd faiztariq masood bulao inn logoko,negative
8159,sale atankisatan pakistan sale kamine tumara koi dharm nahi,negative
8160,,negative
8161,,negative
8162,zaleel ladki ke sath esa hona hi thaa kyonki islam se hati badnami sahi rasoole pak ke baraks,negative
8163,mujhe gussa aaraha hai maulana pe,negative
8164,dead aadmi,negative
8165,hum sab ke abbu adam alaisalam aaye hum sab ke abbu koun hai muslim koun kya hai tum khud hee samajhlo,negative
8166,isse liey makka main aap ko hindepasmandayani gieray huaya,negative
8167,jabtak tum bharat pade ho hindu chup nahi rahege,negative
8168,,negative
8169,islam ne jihad aur atankwad diya hai ba,negative
8170,arabi allah iswar bahud farak hai rasul yek achha insan bhi nai ye islam ko chodo insan bano,negative
8171,,negative
8172,,negative
8173,ye log majority dikhane ki koshish karate hai road par namaj karana ye toh bahana hain,negative
8174,,negative
8175,god,negative
8176,,negative
8177,hindu ko ka baap banna badega,negative
8178,ye sari ki sari ladkiya wasim rizvi ki nasal hai inke sath aisa hi hona chahiye jese baap ke sath ho raha hai wasim rizvi,negative
8179,tabligh l l maulana inside,negative
8180,ye enki galti h bewkoof h koi jabrdasti nhi le jayega ya sadi krega bus emaan ki kamjori h dusra hmara samaaj ki bewkoof h jo dhej ke bhuke bhaduwe h,negative
8181,muhmd ke islam hi nhi manv ki utptti admse suru hue tb se ek allah isvr ko manne vale accha insan burai nkrne vala jnnt ja skta hy,negative
8182,namaaj road pai hogi puja masjid mein hogi,negative
8183,,negative
8184,,negative
8185,ke beti kisi galat muslman ke hatte chad jaye,negative
8186,ase hoga jo allha ka rasta chodkar kafiro ko apne baneya ga,negative
8187,sabse gandi language hain urdu par isko bollywood waale isko language kay jaisey peish kiya jaatha hain,negative
8188,arye road pr nmaj ya puja krne ki jrurt hi kya h nmaj ya puja krni h apne ghar kro,negative
8189,kuchh karoge bhi muslim sadak pe utarte hain sadak pe bhi utro har taraf power show karo chaahe sadak ho social medium matlab facebook insta youtube har ek jagah aur jaatpaat chhodo ekjut hokar,negative
8190,,negative
8191,ashraf jilani hosh mein rahakar tamiz se baat kiya karo tumhara tark de raha hai tum jaise rss ka bhi bata de raha hai tumhara kuran sharif,negative
8192,internet ex muslim,negative
8193,,negative
8194,pinaj bahan sab muslim bhai ke bare mein bible mein sab kuchh likha hai utpati kitab mein likha hai bible karke dekhiae kaise musalman bhai banaa hai aur kaise kya banaa hai sab kuchh aapko mil jaenge,negative
8195,namaj koe bhik nahi mangta puja baithe pandit bina paisa diye koe mantra hi nahi padhte samjhe bhikhario,negative
8196,kya gyan hain maulana ka inka ishwar ne hi sara dharm ka ishwar ko banaya hain,negative
8197,haan musalmano ke purvaj hindu jab mughal aaye tab unhone hindu ki behan betiyo se galat kia mardo ka dharm badla ji ne nahi badla usko maar diya kuch ne hatiyaar utha liye muglo ke khilaf,negative
8198,,negative
8199,haa muslim ka baap dada hindu hi tha,negative
8200,hinduo ko hindustan bulaya jaye badle yaha k shantiduto ko bheja jaye gandh macha di harramiyo ne,negative
8201,,negative
8202,muslim ke liye sandesha allah khud khatam karega jahilo kobecause tum jahil unke teaching ko change kiye unke teaching ko maante nahi sb apna apna law bana ke baithe ho real humanity khatre hai aur islam bhi khatre hai truth change want change fallow proper teaching,negative
8203,,negative
8204,teacher pita ji kya kartay hai student ram navmi mein masjidon ke samnay naachte hai,negative
8205,muslim jindabad sb ke baap,negative
8206,ye maulana log gajab ka gol gol ghumate hain,negative
8207,sab log milkar e suaro pr aatank machho,negative
8208,oic pakka jihad failata h india hi dekh lo pakistan chhod hi,negative
8209,talbar se problem hai inhe muharam mein bhi talbar ki pradarshan pe problem honi chahiye,negative
8210,maulana k pa ko knowledge nahi hota sab k sab jahil hai great sameer bhai,negative
8211,bhai aap hamari muslim bahanon ko le jaaoge aap ki kiske sath jaenge bahan,negative
8212,inki khud ki likhi hui bok likha h inhone ki meri pidhi hindu thi,negative
8213,,negative
8214,muslim main maulana ko bakwas aur pakau samajh raha hun dhakosle baaj maulana ko islam ki jiyada jankari nahi hae peenaz tiyagi ap mujhe bulao tarah ke ex muslim se bahas karne ko,negative
8215,,negative
8216,moulana tumko jada jankari nehi hay tum q ayeho,negative
8217,allah sab se bada jo hamesha se tha hamesha rahega,negative
8218,maulvi ko kuchh din madad se mein padhne pahuncha iska blood pressure badh gaya sameer ne iska blood pressure temperature badha diya hai maulvi ki truti nasdavadi sameer ne,negative
8219,nali ke keede chale hen islam par etiraz karne,negative
8220,jo islam ka nahi woh kisi ka nahi,negative
8221,jyadatar maulana ka dimag khiska hua hai kya,negative
8222,daada se puch baap kon tha musman,negative
8223,masjid tod ke vaha mandir bana ke pooja karenge,negative
8224,par allah ka azab k sath jo kuch hua achha hi hua murtid ho jane walon ka yehi hal hona chahiye phir jao islam se abhi bura haal hoga ladkiyon ka baqi ladkiyon k liye ye sabaq,negative
8225,moulana sidha jawab dene hichakiya rahe han inhe kuran aur hadis ki sahi jankari nahi ha sawal ka jawab kuran hadis aur bed moujud ha bed kahata ha ikkam satya dutia naste yani satya ika hi ha dusara nahi ha nahi ha kuran kahata ha surah mayda ayat jisane allah ke sath dusare ko sarik karta ha usake upar jannat haram kar di ha uska thikana jahannam hoga surah ikhalas allah kah raha ha ki kah allah ikha usake bap nahi han usake barabari ka koy nahi ha samirka jawab kuran hadis se sahi ha asharaf gilani galat bahas kar rahe han,negative
8226,ye hamari galti ki wajah se ho raha hamare nabi ne kaha tha niqah ko aasan banao bina dahez ke shadi karo agar hamne nabi e paak ki baat maani hoti inhe kisi ke pas jaane ki zarurat na hoti,negative
8227,agar pura duniya phle sanatan tha ya phir puri duniya ko allah ne banaya hai earth par ye khatarnaak janjaati kaha se aaye jo insaano ko hi markar khaa jaate,negative
8228,ye moulvi padhaya hua hai bat bat par lajawab ho jata hai,negative
8229,,negative
8230,iski sadi utube par mai ne dekhi thi mandir mai,negative
8231,main aise dharm ko dharm nhi manta jo jabardadti kr k apni awadi badha rhi hai aur dharm badalwa rhi hai jabardasti dogle sab sale suwar ki nazayaz aulad sab hindu tha hai aur rhega muslim na dharm hai na koi paigam sirf converted hai,negative
8232,bewakoof molvi rupay mai islam k naam pai debate kr raha hai wo b ek nastik k saath doosru ko bika hua bol raha hai shakal sai bd bechnai wala lagta hai aisai logu ki waja sai islam budnaam ho raha hai,negative
8233,ji haan tyagi madam har wo insan jahannam jayega jo allah ke siva kisi ki ibadat karta ho chahe wo koi bhi ho ya koi yu kahe ki ek parmatma ki ibadat karta hu lekin allah ka name nhi leta wo bhi jahannami itna kafi nhi musalman hone ke liye balki ikrar karo ki mohammad saw allah ke rasool ye bhi kafi nhi balki eeman lao kayamat ke din per eeman lao tamam nabiyon aur rasool per eeman lao farishto per sab per eeman lane ke baad agar koi fir se kisi gere khuda ki ibadat karta fir se kafir agar koi musalman allah ki ibadat ke sath mohammad saw ki bhi ibadat karta wo bhi kafir aur har kafir hamesha hamesha ke liye jahannam hi rahenge hame naaz apne islam per,negative
8234,pakistan ke hindu wapas laye jaye yaha ke rohingya ko bhagaye,negative
8235,ye sale sudharne wale nahi hai mulle bosidi wale apni bhen nahi chodte hai ye bd,negative
8236,hum bikmago ki treh thodi bethege har jageh yar jha beth rhe h bethne agr haq wali jegeh bethe kille dedo bdiya si bethne layak nhi rhege,negative
8237,ham chahte hain ki bharat ke sare musalman apne baap jinna ke ghar pakistan chale jaye aur pakistan ke sare hindu apne desh bharat chal aaye,negative
8238,udaipur ka woh tailor yad nhi hai kya uski gardan uda di hamare musalmano woh bhi non muslim country may,negative
8239,toh kya patthar maroge beta ghar khodke taal bana denge jai shree ram,negative
8240,,negative
8241,yani sare musalman zannat hi jate hai kisne dekha hai,negative
8242,jitane bhi x muslim hai ya mulla maulavi hai sabae jyada hadis aur kuran ka rifrens ke sath bat karanevaale gyani adami samir bhai hi lagate hai,negative
8243,sun bey namaz ho sakati h rod pr pooja mandir hi hogi samjha tu view k liye kuch b bakwas karega,negative
8244,muharram pe logon k talwaarein lahraane par bhi bole lete owaisi,negative
8245,ye chutiyo k pa counter krne k lie kch hta ni h faatt jati h inlg se exmuslims se kbi bi ek bi maulana counter ni kr paya hyha p aj tk aise hi lad k bhagte h ye stupid,negative
8246,ex,negative
8247,medam aapko bahot khujli hai aap batao sudr kaisay paida hua sarafuddin ko bulao baat karnay ko,negative
8248,,negative
8249,moharram aapne nhi dekha kya hindu se jyada aapke muslim bhai log conspiracy krte hain,negative
8250,,negative
8251,kabhi zakir naik ko bulao fir pata kaise bhaga tha ravi ravi shankar william campbell kiya dr baba saheb ambedkar ji par show banao ge ex hindu naam se,negative
8252,ab samay aa gaya hai pakistan ko char bhag mai toda dene ka aur sind ko hindustan mai milane ka pakistan ak giri huaa desh hai nich karne mai aa gaya hai pakistani muslim bhi aawaj nahi utha raha hai jab hindustan ka chot lagega tab chilayega aur desh muslimo ko muh mai dahi jam gaya hai pakistan ke log tamasa dekh raha hai,negative
8253,,negative
8254,ratio,negative
8255,rod par puja ho sakti hai lakin nawaz nhi,negative
8256,hahahahah maulana bahut makkari kar raha tha shana ban raha tha jalebiyan bana raha tha peenaj tyagi ne achaa pakda iske point ko aur yeh maulana bhi thuus nikla isne momin ne toh islam ko nanga kardiya,negative
8257,tumhare yha moharram talvare kyu lahraye jate hai,negative
8258,maulano ko jbab dena ban nahi raha hai faltu bakwaas kewal karna hai wo tumhara hadis aur kuran ki aayte padhkar hi tumse swal kar raha hai maulana tu bhi usko galat sabit kar kuran aur hadis padhakar agar tere bus ki hai,negative
8259,aap debet moulana abdula saleem chatarvedi ko bolao aap,negative
8260,,negative
8261,hinduon ko ekjut hona hi hoga aur iss forced conversion ke khilaaf awaz uthana hi hoga jaago hindu jaago,negative
8262,mother chod pakistan tuje pani bhein nahi milega hey lod narok mil jaye,negative
8263,,negative
8264,musalmano ke karan aaj hindu khatre mehe hindustan se musalmano ko nikalo ye desh rehne ki yogya nehi hamara bharat rehkar hame julam karoge ye gunda raj hindu sanatan bardast nehi karenge,negative
8265,ye jhute mulla ka jawab nahi apni dharam ko hi jhuta sabit kr dia,negative
8266,jab muslim dharmguru jeet nahi patey hai faltu mai behas kar ke haalla karney lag jatey hai hadis ki jaankari logo ko nahi dea patey,negative
8267,,negative
8268,,negative
8269,,negative
8270,iss paigambar tatti aur randikhana tayar kiya kiya lavade ne inka alla hee kalipurush hai jisaka kalki avatar karenge,negative
8271,madam gaandu ko sir gaand utha ke marbana aata hai sabse ghatiya panth hai ye islam aajtak koi maulana paisa nahi hua jo sach bole ye maanega hi nahi,negative
8272,hindustan mein sabhi logon ke purvaj shri ram ji,negative
8273,oic islamic rastr non muslim ke saath ho rahe atyachar par mon ya sahmati,negative
8274,islam ka pole khole diya samir bhai,negative
8275,ha muslmano ke purvaj hindu hai,negative
8276,abe islam raste namaz nahi padhi ja sakti lekin jab masjid namaz se rokoge majburi raste bhi padhenge warna islam kehta hai ke namaz bhi aesi jagah padhe jahan se aane jane walon ko takleef na ho,negative
8277,ex muslim banke tumne duniya kisi pe ahsan nhi kiya tere jese ki jrurat bi nhi h deen e islam ko haa tujhe nhi man na mat man tu apna dekh jisko jo manna h wo manega tujhe isse kya h,negative
8278,yeh mdrcd zahil maulana said like terorist lakshar e tayaba,negative
8279,,negative
8280,,negative
8281,dimag ka istemal karna band kar islam samajh aa jaiegaameen,negative
8282,maulana kuran saf saf muslamo ke liye hi h ab hume pata h,negative
8283,yaha ka muslim ka sath ase karne chaiye tabhi woh log chup betha ga,negative
8284,mulana ki dadi aag lag gyi koe barnol esko,negative
8285,pinaz ji sameer ji aur ye channal sub islam ki roti khate hai warna bhookhe marjaye,negative
8286,owaisi forget sword people carry rally mohanram iss adami ko sirf faultu ke bayan dena ataa h bolta permission aap dete h aap pathar chalte h wah kya bat h,negative
8287,yes muslim ka purwaj hindu tha hamasa rahanga kattar hindu like karo,negative
8288,,negative
8289,musalmaan hai ye musalmaan shaitan logo ke beech rah kaisa leta hai insaan hinduo ko wapas bula lijiye atyachar sahne kee bhee ek limit hoti hai,negative
8290,islam kisi ka mohtaj nahi agar koi islam ko chhod kar chala jaye islam ka kuchh nahi bighadega aapna hi nuksaan karega,negative
8291,,negative
8292,oic keu bolengewuo keya hindu sangathan hai hum keu nagarik adla badli kar nehi lete bangladesh pakistan ke sath hume islam ke sath secular nehi rahena wuo alag desh le sakte hai batwara karke bharat ke dusre community keya islam free india ka mang nehi kar sakta jab ke islam democracy secularism pura haram hai ek democratic desh musalman kaise rahe sakte hai agar firbhi rahe jaye samajhna chahiye ke matlab ba ek hi hai u desh ko darulislam banana,negative
8293,bskro yr mujhe lagta h hagte time bhi nmaj padhne beth jate hoge ye muslim bhedbhav krte h hinduo se,negative
8294,hum jaise sadak chaap kattarpantio ghuspatio atankwadio akrantao jihadi maansikta wale zombie ke action ka reaction dene mai bhi apna apmaan samajhte hai ji din humare maan ka apmaan hua u din inki nasal mit jayegi,negative
8295,,negative
8296,boycott muslim yogi ji ko pm banao,negative
8297,bharat pakistan dono desho hinduo per julm jyadti ho rahi hai,negative
8298,mulla ji ko lagta hai na quran ati hai na hi hadis ati,negative
8299,agr wo road par nammaz kar skte hai masjid ko kya jarurat,negative
8300,bahut accha huwa na samjhe k matlab pure priwar islam chouda ab koi kam ka nahi,negative
8301,allha ko nahi manay ga jhanam may jaya ga,negative
8302,muharram pe bhi talware rod bhale hote hi,negative
8303,dharm guru ji ne ek sawaal ka bhi jawaab nhi dia wo sirf muslim se debate karte hain jo unki har baat mein sar hilaate hain shayad unhein debate shabd ka matlab nhi pata hoga,negative
8304,moulana tu ghar pe ja aur gali ke tapori ko gyan de,negative
8305,kuran lekha h jo ek eswar allah pe eman rakhata hoga wo jannat jayega,negative
8306,ye patthar bajo ka leader hai atankwadi,negative
8307,muslim logon ka anth aa gaya hai,negative
8308,,negative
8309,iss ko international level par hike dene ki jarurata hai ko road par utarakar pakistan ke pradarshan ki jarurat hai please mera manna hai ki india ki sadko par sare hindu ikattha ho ke tabhi duniya hindu religion bacha rah hai otherwise nahi kyu ki koi baat hai ouri duniya ki community aa hai boriya bistar lekarke culture ke isliye ye jarurat hai ki ham hindu road par utare pakistan jaise jahil muslim wale desh ke ko ye baat ho ki ham saath hai kyu ki agar ho sakta hai,negative
8310,agar rod pe namaj ho sakti hai masjid bhi buldozer chalana hoga,negative
8311,ye wahi anchor hai jo tv maulana ko debate leke baiti bakwass godi medium,negative
8312,aur ek aur maolana pela gaya,negative
8313,bhagau enko pakistan jitana upar karna hai vaha jakar upar karo koi nahi puchega,negative
8314,jahir hai islamki umr sirf saal hai u say pahley sare muslim kaha kya un ka janam sirf islam k ane k baad hua nehi comman sense ki baat hai may owasi ki kya sunna,negative
8315,,negative
8316,,negative
8317,hum allah ke liye namaz padte hai tum log puja hamare liye krte ho,negative
8318,,negative
8319,muslim houbut muslim se aj gorv ki bad heii,negative
8320,gandijamat narak jhanam hai,negative
8321,achhe logu ko bhi suwaru ne badna kar diya aaj ek dusre ke samne mai pakistan ki nwuse nekhne mai sram aati hai,negative
8322,,negative
8323,chillya chilaya,negative
8324,isko apni ek ladki nahi samalti muslim ladkiyo ko kya samalega,negative
8325,ek hindu muslimo par vari,negative
8326,,negative
8327,muslim pahle hindu te jay hind jay bharat,negative
8328,kidhr mr gya pakistani mullo hindustani mullo ke sath kuchh hota hai gla fadte ho vha pr hinduo pr atyachar kr rhe ho salo tumlogo ko jahannum bhi jgah nhi milega chahie,negative
8329,allah kitna imprfect hai usney logon ko non muslim banaya,negative
8330,scholar,negative
8331,molana sahab bilkul thek keh hn agr apko jannat jana hy ap canward ho jao chali jao jannat,negative
8332,,negative
8333,dunya sabse pahle insan aadam alihislam aaya tha jo muslim,negative
8334,ashudhh puja sadak p hoti h orr shuddh puja sirf devaalayo,negative
8335,bahut achha kiya mollana ko bhaga diya brave lady,negative
8336,chote bhai ka pyjama bade bhai ka kurte wale moulvi ke paas jabab nahi tha sameer sir apko great ho,negative
8337,moulana gussa karne se problem tasalli nahi hota hai sameer ji asp ko ek bat moulana ko provoke mat karu,negative
8338,,negative
8339,,negative
8340,,negative
8341,allah ko tala maro koi le jayega hi god hai na,negative
8342,,negative
8343,ham hindu yeh hi chahate hai musalim jannat ke khob hi rahe aur anphad gawar hi rahe,negative
8344,maulana ki chaddi petrol daal ker aag laga di sameer bhai ne,negative
8345,pehle toh yeh cbi inspection se pehle kuch hi bol rha tha ki hindu n jhanda fail aya,negative
8346,mere bhai musalmano ke puwas hindu ye ap bar bar kehte ho kya apko malum hai ki hindu kon hai nahi apko nhi malum meri baat suno apko bata du jab kissi ka janm hota hai wo islam ke dayre hota hai ap batao kon hindu hai kon musalman hai,negative
8347,,negative
8348,sameer kafir tu hai aur jahannum tere liye hi hai islam ko tu maanta nahi tu lslam k bare may mat bata murtad apne aap ko kehraha hai fir kiv bahesh karha hai,negative
8349,ab samay aa gaya hai aise madherchodo ko chun chun kar khatm karne ka,negative
8350,swuar oic ab kuch kyun nehi bolta,negative
8351,,negative
8352,,negative
8353,road pe kare ya bathroom moot ya fhir gobar nhi khate na,negative
8354,pagal molana pesab piyo boklol baa laughing loud bekar,negative
8355,rss,negative
8356,kutta sirf mazar chadar chadhaega sale padhega likhega nhi,negative
8357,bahut hi achcha vah aap logon ke sath jaisa karni vaisa bharni kya hua sahi se nahin dala hindu bahut maja aaya hun ga good bahut bahut shukriya hindu bhai aisi ladkiyon sath hi karna chahie ab kya kar sakte tum log delhi ki gb road per jakar raho vahan per log aayenge aur rate lagaega uske bad fir lekar jaega aapko ok,negative
8358,,negative
8359,apni soch badlo jumme ke din bahar namaz hoti hai masjid mein jagah nahin hone ke karan namaj ka time hota hai jo bhi namaz e safar mein hote hain namaj ke waqt hui namaj padh lete hain aapka bhi koi aisa pooja hai jiska time mukarrar hota ho aap bhi kar le jahan bhi rahe namaz mein jalaya yah bajaya nahin jata ki kisi ko taklif hogi baki aapki marji jaisa soch rakhen,negative
8360,kyo aisha karte hain yeh log jab ke mushlim larkia talaq lekar gharo mein baithi hai kuari unmarried bhi jawa larkia gharo mein kuo nhi unshe shadi karte pahle mushilmano ko mushilman banao woh sirf naam ke mushilman ishi lie aisha ho raha,negative
8361,rss ka birthplace india wo rahene ki haq rakhta muslim aur islam ko yaha problem wo islam ke birthplace ko chale jae,negative
8362,,negative
8363,duniya janti hai muslim sahi hailekin muslalman nahi janta islam ke bareme,negative
8364,sudesh chouhan k ki beti ya ladki ko koi muslim ladka nikah karke le aay tou use inam se nabaja jayga,negative
8365,ye mulla islam ko badnam ker rja,negative
8366,,negative
8367,hindu hi surubate thea musalman log humare hindu se change ho ker musalman ban geye,negative
8368,molana ki sakal dhako badvo aa rahi,negative
8369,ek din aisa aaega ki pura pakistan tabah ho jaega mujhe gheen aati hai pakistaniyon se,negative
8370,islam main chua chuut nahi na discrimination road par nimaz ki baat durga puja ganesh chthurti sab road par hota ghar main nahi pandal banta ye culture hai,negative
8371,hahahahahaha kya momin h arey chacha dimag ghtne,negative
8372,mohammad ko janwar ke alawa kuch nhi manta,negative
8373,unpode moulana deshdrohi pakistan vejo,negative
8374,bhikari pakistan tumhare kharab deen jaldi aanewale hai,negative
8375,yeh maulana imaan jhoot bolta hai,negative
8376,,negative
8377,latur maharashtra ambedkar jayanti ke julus bhi dalito par patthar maar gaye lekin patthar marne wale musalman nahi woh sanatani log,negative
8378,mera toilet khali rehta hein chahe namaj padh sakte hein yaha aakar muslim bhaiyo ko nimantran hein,negative
8379,mulliyo ka jabardasti dharma parvartn ho ye sab band ho jayega,negative
8380,bharat bhi muslim ke bahu beti sath aisa hi hona chahiye tab jakar pakistani ko samjh aaega,negative
8381,mohharam ke tajia muslaman kya hath pen lekar ghumta naare lagane se pehle ghar pe pathhar ready karke rakha gya tha swagat ke liye rally gujregi toh pathhar barsega ise koi mtlb nhi kya bara lagaya jaye maksad ye ki ese hi pathar baji karne se hindu phir rally nhi nikale dar se isliye esa kar rahe,negative
8382,baat sahi bol rahe ho aap ram nabami ram ke nara lagana ke bajai topi wale jhuk chalna hoga mia ram ji bhi soch raha hoga ki kaisa pagal log hai jo ki mandir aane ke wajai masjid chale jate hai dusro dharm ko gali dene ke liyetabhi sochu ki christianity islam keu increase ho raha hai india,negative
8383,,negative
8384,,negative
8385,,negative
8386,,negative
8387,x,negative
8388,jab aapke musalman ke hath mein talwar ho sakte hamara ram shri ram ke vahan per bhi ho sakta hai,negative
8389,koi baat nhi tum ab toba ker lo bapes kise se nikah ker lo love karna sekho shaitano se dur rho pillo se alert,negative
8390,islam hi cansar world ka,negative
8391,bhai kya ye exmuslim sach bol raha hai confirm karo koi,negative
8392,musalman ka purvj nabi tha,negative
8393,jannat aatankwadi banane ke baad jate hai,negative
8394,shukar h allah ka aise ldkiyo k sath aisa hona chahiye,negative
8395,good ab chuslam ki dhajiya ud gayi koi sachai nahi islam mae sirf aur sirf makari hai chuslam mae,negative
8396,bharat ke mule bure fasehe jwab khase layega hogato degana,negative
8397,maha beakuf maulana hai momin ki ku kahte hain bayan karna chahie,negative
8398,isake liye gaddar mulk ke khilaf india ki sarkar ko kuchh action lena chahiye,negative
8399,pakistan pok aur pakistan pura ka pura gavane ke liye ready hojao,negative
8400,,negative
8401,,negative
8402,pakistan hindu bacchi ka apharan yeh bahut hi ghatiya kritya hai mulk gaand mara rahe kya islamic terroristo ko jinda kat dalo pakistan banega hindustan,negative
8403,matlab muhammad ke banaye ollah ko nhi mante narak milega,negative
8404,sameer aag laga k mast chai perahe hai hilarious hum sirf momin se debate karthe hai,negative
8405,bhai jese adam seeker ko betha ya ese hi zakir naik se debate karwao ex muslim bhagte nazar aynge apki headline hi h muslim k,negative
8406,mulle fat jaate hai jaise hi exmuslim ne mu khola,negative
8407,ex muslim expose prophet question ex muslim prophet adam prophet nooh ex muslim god one gen deut mark chorinthians galatian,negative
8408,,negative
8409,,negative
8410,iska khuda saal pahle khudai mila tha,negative
8411,bhagwa love trap hai ye abhi bhi vakt hai sudhar jao,negative
8412,muharram tum log talwar kyu lahrate ho,negative
8413,tum bhi mohhrrm kya lahraate ho kaagaj,negative
